confirmation_message.txt;"This email is part of our Closed-Loop Opt-In system and was sent to protect the 
privacy of the owner of this email address (that's you!). Closed-Loop Opt-In 
confirmation helps guarantee that only the owner
of an email address can subscribe themselves to this mailing list.";"Diese E-Mail ist Teil der doppelten Bestätigung und wurde zum Schutz der
Privatsphäre des Besitzers dieser E-Mail-Adresse (das sind Sie!) versendet.
Die doppelte Bestätigung garantiert, dass sich nur der Besitzer einer E-Mail-Adresse für eine Mailing-Liste anmelden kann.";;;;
confirmation_message.txt;Privacy Policy for,;Datenschutzerklärung für:;;;;
confirmation_message.html;Click Here to Confirm Your Subscription;Abonnement bestätigen;;;;
confirmation_message.html;This email is part of our;Diese E-Mail ist teil der;;;;
confirmation_message.html;Closed-Loop Opt-In;doppelten Bestätigung;;;;
confirmation_message.html;system and was sent to protect the privacy of the owner of this email address;zum Schutz der Privatsphäre des Besitzers dieser E-Mail-Adresse ;;;;
confirmation_message.html;(that's you!). Closed-Loop Opt-In confirmation helps guarantee that only the owner;(das sind Sie!) versendet. Die doppelte Bestätigung garantiert, dass sich nur der Besitzer;;;;
confirmation_message.html;of an email address can subscribe themselves to this mailing list.;einer E-Mail-Adresse für eine Mailing-Liste anmelden kann.;;;;
digest_message.txt;Subscriber;Abonnent;;;;
digest_message.txt;Owner;Inhaber;;;;
digest_message.txt;Digest;Zusammenfassung;;;;
digest_message.txt;Begin Digest;Beginn der Zusammenfassung;;;;
digest_message.txt;Number of messages:;Anzahl der Nachrichten:;;;;
digest_message.txt;<!-- tmpl_var subject --> by, <!-- tmpl_var subscriber.email -->;<!-- tmpl_var subject --> von <!-- tmpl_var subscriber.email -->;;;;
digest_message.txt;Date:;Datum:;;;;
digest_message.txt;From:;Von:;;;;
digest_message.txt;Subject:;Betreff:;;;;
digest_message.html;Message(s);Nachricht(en);;;;
digest_message.html;by,;von,;;;;
feed_message.html;End Digest;Ende der Zusammenfassung;;;;
invalid_msgs_to_owner_msg.txt;Read More;Weiterlesen;;;;
invalid_msgs_to_owner_msg.txt;not allowed to post on, <!-- tmpl_var list_settings.list_name -->;<!-- tmpl_var list_settings.list_name --> ist es nicht gestattet E-Mails über diese Mailing-Liste zu senden;;;;
invalid_msgs_to_owner_msg.txt;List:;Liste:;;;;
invalid_msgs_to_owner_msg.txt;From:;Von:;;;;
invalid_msgs_to_owner_msg.txt;Subject:;Betreff:;;;;
invite_message.txt;"A message was received, but was not sent out to your mailing list, most likely 
because <!-- tmpl_var subscriber.email --> is not currently a subscriber.";"Eine Nachricht wurde empfangen, wurde aber nicht über die Mailing-Liste verteilt, wahrscheinlich
weil <! - tmpl_var subscriber.email -> derzeit kein Abonnent ist.";;;;
invite_message.txt;List Owner;Listen-Inhaber;;;;
invite_message.txt;You've been Invited to Subscribe to,;Sie wurden eingeladen die folgende Mailing-Liste zu abonnieren:;;;;
invite_message.txt;Hello!;Guten Tag,;;;;
invite_message.txt;"The List Owner of, ""<!-- tmpl_var list_settings.list_name -->"" (<!-- tmpl_var list_settings.list_owner_email -->) has invited you to Subscribe!";"der Listen-Inhaber von ""<!-- tmpl_var list_settings.list_name -->"" (<!-- tmpl_var list_settings.list_owner_email -->) hat Sie eingeladen die Mailing-Liste zu abonnieren.";;;;
invite_message.txt;Here's a brief description of this mailing list:;Hier ist eine kurze Beschreibung der Mailing-Liste:;;;;
invite_message.txt;If you'd like to subscribe, just click the link below:;Wenn Sie sich anmelden möchten, klicken Sie einfach auf den untenstehenden Link:;;;;
invite_message.txt;This mailing list is a group discussion list <!-- tmpl_if list_settings.enable_moderation -->(moderated)<!-- tmpl_else -->(unmoderated)<!-- /tmpl_if -->. Once subscribed, you may start a new thread, by sending an email message to, <!-- tmpl_var list_settings.discussion_pop_email -->;Diese Mailingliste ist eine Gruppendiskussion-Liste <!-- tmpl_if list_settings.enable_moderation -->(moderiert)<!-- tmpl_else -->(unmoderiert)<!-- /tmpl_if -->. Sobald Sie die Liste abonniert haben, können Sie E-Mails darüber versenden, indem Sie diese an <!-- tmpl_var list_settings.discussion_pop_email --> senden.;;;;
invite_message.txt;This mailing list is an announce-only mailing list.;Diese Mailing-Liste ist eine Ankündigungs-Mailingliste (Newsletter).;;;;
invite_message.txt;Want more information? Visit:;Sie möchten mehr Informationen? Besuchen Sie:;;;;
invite_message.txt;Privacy Policy:;Datenschutzerklärung:;;;;
invite_message.txt;Physical Address:;Kontakt:;;;;
invite_message.txt;Thanks!;Danke!;;;;
invite_message.html;You Have Been Invited!;Sie wurden eingeladen!;;;;
invite_message.html;Click Here to Join,;Klicken Sie hier, um sich die Mailing-Liste zu abonnieren;;;;
invite_message.html;This email is part of our;Diese E-Mail ist teil der;;;;
invite_message.html;Closed-Loop Opt-In;doppelten Bestätigung;;;;
invite_message.html;system and was sent to protect the privacy of the owner of this email address;zum Schutz der Privatsphäre des Besitzers dieser E-Mail-Adresse ;;;;
invite_message.html;(that's you!). doppelten Bestätigung confirmation helps guarantee that only the owner;(das sind Sie!) versendet. Die doppelte Bestätigung garantiert, dass sich nur der Besitzer;;;;
invite_message.html; of an email address can subscribe themselves to this mailing list.;einer E-Mail-Adresse für eine Mailing-Liste anmelden kann.;;;;
list_abuse_report_message.txt;Abuse Reported on <!-- tmpl_var list_settings.list_name --> (<!--tmpl_var list_settings.list -->) by <!-- tmpl_var subscriber.email -->;Missbrauch gemeldet auf <!-- tmpl_var list_settings.list_name --> (<!--tmpl_var list_settings.list -->) von <!-- tmpl_var subscriber.email -->;;;;
list_abuse_report_message.txt;The following address:;Folgende Adresse:;;;;
list_abuse_report_message.txt;has reported abuse pertaining to your mailing list:;verwendet die folgende Mailing-Liste nicht ordnungsgemäß: ;;;;
list_abuse_report_message.txt;Remove this address:;E-Mail-Adresse aus der Mailing-Liste löschen:;;;;
list_abuse_report_message.txt;Their report is below:;Bericht folgt unterhalb:;;;;
list_password_reset_confirmation_message.txt;Confirm Mailing List Password Reset for, <!-- tmpl_var list_settings.list_name -->;Bestätigen Sie das Zurücksetzten des Mailing-Listen-Passwort für: <!-- tmpl_var list_settings.list_name -->;;;;
list_password_reset_confirmation_message.txt;Hello,;Guten Tag,;;;;
list_password_reset_confirmation_message.txt;Someone has asked for the <!-- tmpl_var PROGRAM_NAME --> Mailing List Password for:;jemand hat nach dem <! - tmpl_var PROGRAM_NAME -> Mailing-Listen-Passwort für:;;;;
list_password_reset_confirmation_message.txt;to be reset and emailed to this address.;gesucht und das Zurücksetzten des Passworts über folgende E-Mail-Adresse beantragt:;;;;
list_password_reset_confirmation_message.txt;To confirm this List Password Rest, please visit this URL:;Um das Zurücksezten zu bestätigen, besuchen Sie bitte diese URL:;;;;
list_password_reset_confirmation_message.txt;A new, automatically generated Mailing List Password will then be emailed to you.;Ein neues, automatisch generiertes Mailing-Listen-Passwort wird Ihnen dann per E-Mail zugeschickt.;;;;
list_password_reset_confirmation_message.txt;If you do not want this to happen, do not visit this URL.;Wenn Sie nicht möchten, dass dies geschieht, besuchen Sie die URL nicht.;;;;
list_password_reset_confirmation_message.txt;This request for the password change was done from:;Diese Anforderung für die Passwortänderung wurde durchgeführt von:;;;;
list_password_reset_confirmation_message.txt;Remote Host:;Remote Host:;;;;
list_password_reset_confirmation_message.txt;IP Address:;IP-Adresse:;;;;
list_password_reset_message.txt;Mailing List Password Reset for, <!-- tmpl_var list_settings.list_name -->;Passwort für Mailing-Liste <!-- tmpl_var list_settings.list_name --> zurückgesetz;;;;
list_password_reset_message.txt;The Mailing List Password for,;Das Passwort für die Mailing-Liste:;;;;
list_password_reset_message.txt;has been reset to:;wurde auf folgendes Passwort gesetzt:;;;;
list_password_reset_message.txt;"You may change this automatically generated password to a more memorable 
password in the List Control Panel.";Bitte ändern Sie das automatisch erstellte Passwort im Verwaltungsbereich der Mailing-Liste.;;;;
list_password_reset_message.txt;Please be sure to delete this email for security reasons.;Aus Sicherheitsgründen sollten Sie diese E-Mail anschließend unbedigt löschen.;;;;
mail_sending_options_test_message.txt;Sending Preference Test Email for, <!-- tmpl_var list_settings.list_name -->;Test der Einstellungen für <!-- tmpl_var list_settings.list_name -->;;;;
mail_sending_options_test_message.txt;Hello,;Guten Tag,;;;;
mail_sending_options_test_message.txt;This message was sent out by <!-- tmpl_var PROGRAM_NAME --> to test out mail sending for the mailing list,;diese Nachricht wurde von <!-- tmpl_var PROGRAM_NAME --> gesendet, um die Versandeinstellungen der folgenden Mailing-Liste zu testen:;;;;
mail_sending_options_test_message.txt;If you've received this message, it looks like mail sending is working.;Wenn Sie diese Nachricht erhalten haben, scheint der Versand zu funktionieren.;;;;
mail_sending_options_test_message.txt;Mail is being sent via the sendmail command;Mail wurde über den Befehl sendmail gesendet;;;;
mail_sending_options_test_message.txt;Mail is being sent via SMTP;Mail wurde über SMTP gesendet;;;;
mail_sending_options_test_message.txt;Mail is being sent via Amazon Simple Email Service;Mail wurde per Amazon Simple Email Service gesendet;;;;
mail_sending_options_test_message.html;Sending Test;Versandtest;;;;
mail_sending_options_test_message.html;If you've received this message, mail sending is working!;Wenn Sie diese Nachricht erhalten haben, scheint der Versand zu funktionieren.;;;;
mailing_list_message-minimal.txt;Message;Nachricht;;;;
mailing_list_message-minimal.txt;Post:;E-Mail an die Mailing-Liste senden;;;;
mailing_list_message-minimal.txt;Manage Your Subscription:;Verwalten Sie Ihr Abonnement:;;;;
mailing_list_message-minimal.txt;Request Removal:;Abonnement beenden;;;;
mailing_list_message-minimal.txt;Unsubscribe;Abmelden;;;;
mailing_list_message.txt;Subscriber;Abonnent;;;;
mailing_list_message.txt;Message;Nachricht;;;;
mailing_list_message.txt;Forward this Message to a Friend:;E-Mail an einen Freund weiterleiten;;;;
mailing_list_message.txt;Subscription Reminder: You're Subscribed to,;Abonnement-Erinnerung: Sie haben die folgende Mailing-Liste(n) abonniert:;;;;
mailing_list_message.txt;Using the address:;und verwenden dafür die E-Mail-Adresse:;;;;
mailing_list_message.txt;From:;Von:;;;;
mailing_list_message.txt;Unsubscribe Automatically:;Sofort abmelden:;;;;
mailing_list_message-discussion.txt;Message;Nachricht;;;;
mailing_list_message-discussion.txt;Request Removal:;Abonnement beenden:;;;;
mailing_list_message-discussion.txt;Unsubscribe;Abmelden:;;;;
mailing_list_message-discussion.html;Post to:;E-Mail an die Mailing-Liste senden;;;;
mass_mailing_finished_notification.txt;<!-- tmpl_var list_settings.list_name -->  Mailing Complete - <!-- tmpl_var message_subject -->;<!-- tmpl_var list_settings.list_name -->  Versand komplett - <!-- tmpl_var message_subject -->;;;;
mass_mailing_finished_notification.txt;Your mailing list's mass mailing has completed. Hurray!;Der Massenversand über die Mailing-Liste ist abgeschlossen. Hurra!;;;;
mass_mailing_finished_notification.txt;This mass mailing has reached: <!-- tmpl_var addresses_sent_to --> e-mail address(es);Der Massenversand hat <!-- tmpl_var addresses_sent_to --> E-Mail-Adressen erreicht.;;;;
mass_mailing_finished_notification.txt;Mailing Started:;Massenversand gestartet:;;;;
mass_mailing_finished_notification.txt;Mailing Ended:;Massenversand beendet:;;;;
mass_mailing_finished_notification.txt;Total Mailing Time:;Gesamtzeit des Massenversands:;;;;
mass_mailing_finished_notification.txt;Last Email Sent to:;Letzte E-Mail gesendet an:;;;;
mass_mailing_finished_notification.txt;"Here are some stats about who's been opening, reading, and interacting with your message, 
from when you started sending, to when sending finished:";Hier sind einige Statistiken darüber, wer die E-Mail geöffnet, gelesen und in der E-Mail gelickt hat. Die Satistiken beziehen sich nur auf den Zeitraum vom Start bis zum Ende des Masssenversands. ;;;;
mass_mailing_finished_notification.txt;Unique Opens:;Geöffnet:;;;;
mass_mailing_finished_notification.txt;Clickthroughs:;Geklickt:;;;;
mass_mailing_finished_notification.txt;Unsubscriptions:;Abgemeldet:;;;;
mass_mailing_finished_notification.txt;See the up-to-date stats for this message in the Tracker plugin.;Sehen Sie sich die aktuellen Statistiken für diese Nachricht im Tracker-Plugin an.;;;;
mass_mailing_finished_notification.txt;Keep up the good work!;Mach weiter so!;;;;
mass_mailing_finished_notification.html;: Sent!;: Gesendet!;;;;
mass_mailing_finished_notification.html;Stats on who's been opening, reading, and interacting with your message;Hier sind einige Statistiken darüber, wer die E-Mail geöffnet, gelesen;;;;
mass_mailing_finished_notification.html;are being compiled:;und in der E-Mail gelickt hat. ;;;;
mass_mailing_finished_notification.html;Sending Errors:;Sendefehler:;;;;
mass_mailing_finished_notification.html;See the up-to-date stats for this message in the Tracker plugin - these stats are only;Sehen Sie sich die aktuellen Statistiken für diese Nachricht im Tracker-Plugin an.;;;;
mass_mailing_finished_notification.html;from when the mass mailing started, to when it finished.;Diese Satistiken beziehen sich nur auf den Zeitraum vom Start bis zum Ende des Masssenversands. ;;;;
mass_mailing_finished_notification.html;People will still be checking their email afterwards.;In der Regel werden viele Personen nach dem Versand dieser Mitteilung in Ihr Postfach schauen.;;;;
moderation_msg.txt;<!-- tmpl_var list_settings.list_name --> moderation needed (original message attached);<!-- tmpl_var list_settings.list_name --> moderation erforderlich (ursprüngliche Nachricht beigefügt);;;;
moderation_msg.txt;The attached message needs to be moderated:;Die angehängte Nachricht muss moderiert werden:;;;;
moderation_msg.txt;List:;Mailing-Liste:;;;;
moderation_msg.txt;From:;Von:;;;;
moderation_msg.txt;Subject:;Betreff:;;;;
moderation_msg.txt;To approve sending this message to the list, click here:;Um diese Nachricht an die Mailing-Liste freizugeben, klicken Sie hier:;;;;
moderation_msg.txt;To deny sending this message to the list, click here:;Um diese Nachricht an die Mailing-Liste abzulehnen, klicken Sie hier:;;;;
moderation_msg.html;Moderation Needed;Moderation notwendig;;;;
moderation_msg.html;Approve;Freigeben;;;;
moderation_msg.html;Deny;Ablehnen;;;;
moderation_msg.html;Message is attached;Nachricht ist im Anhang;;;;
msg_labeled_as_spam_msg.txt;Message to, <!-- tmpl_var list_settings.list_name -->  Subject, <!-- tmpl_var original_subject --> Labeled as Spam;Nachricht an: <!-- tmpl_var list_settings.list_name -->  mit dem Betreff: <!-- tmpl_var original_subject --> wurde als SPAM markiert;;;;
msg_labeled_as_spam_msg.txt;Hello,;Guten Tag,;;;;
msg_labeled_as_spam_msg.txt;We've received a message from you with the Subject,;wir haben eine Nachricht von Ihnen mit dem Betreff:;;;;
msg_labeled_as_spam_msg.txt;"but couldn't deliver it to the mailing list because it hit the spam filters and seems 
suspicious.";erhalten, wir konnten diese nicht über die Mailing-Liste verteilen, weil diese vom Spam-Filter als verdächtig bewertet wurde.;;;;
msg_labeled_as_spam_msg.txt;If you did not send a message with this subject, please disregard this message.;Wenn Sie keine Nachricht mit dem Betreff gesendet haben, können Sie diese Nachricht ignorieren.;;;;
msg_received_msg.txt;Message Received;Nachricht erhalten;;;;
msg_received_msg.txt;Hello <!-- tmpl_var subscriber.email -->,;Guten Tag <!-- tmpl_var subscriber.email -->,;;;;
msg_received_msg.txt;Your recent message sent to <!-- tmpl_var list_settings.list_name --> with the subject of:;Ihre E-Mail an <!-- tmpl_var list_settings.list_name --> mit dem Betreff:;;;;
msg_received_msg.txt;has been received, and will be sent to the mailing list.;wurde empfangen und wird baldmöglichst über die Mailing-Liste versendet.;;;;
msg_received_msg.html;Message Received;Nachricht erhalten;;;;
msg_received_msg.html;Thanks,;Danke, ;;;;
msg_received_msg.html;Your message with the subject,;Ihre E-Mail mit dem Betreff:;;;;
msg_received_msg.html;will be delivered to,;wird von der Mailing-Liste:;;;;
msg_received_msg.html;ASAP!;baldmöglichst verarbeitet werden.;;;;
msg_too_big_msg.txt;Message to: <!-- tmpl_var list_settings.list_name -->, <!-- tmpl_var original_subject --> rejected;E-Mail an: <!-- tmpl_var list_settings.list_name --> mit Betreff: <!-- tmpl_var original_subject --> abgelehnt;;;;
msg_too_big_msg.txt;Hello, <!-- tmpl_var subscriber.email -->,;Guten Tag <!-- tmpl_var subscriber.email -->,;;;;
msg_too_big_msg.txt;We've received a message from you with the Subject,;wir haben eine E-Mail von Ihnen mit dem Betreff:;;;;
msg_too_big_msg.txt;but couldn't deliver it to the mailing list because the size of the message,;erhalten, aber konnten diese nicht über die Mailing-Liste:;;;;
msg_too_big_msg.txt;is larger than the maximum allowed:;verteilen, da die E-Mail die maximal mögliche Größe überschreitet: ;;;;
msg_too_big_msg.txt;Please try to resend the message again, but within the maximum size allowed,;Bitte versuchen Sie die Nachricht erneut zu versenden und reduzieren Sie vorher die Größe der E-Mail.;;;;
not_allowed_to_post_msg.txt;<!-- tmpl_var subscriber.email --> not allowed to post on, <!-- tmpl_var list_settings.list_name -->;<!-- tmpl_var subscriber.email -->  ist es nicht gestattet über <!-- tmpl_var list_settings.list_name --> zu senden;;;;
not_allowed_to_post_msg.txt;"Your message was received, but was not sent out to this mailing list, most likely 
because you are not currently a subscriber.";Ihre Nachricht wurde empfangen, wurde aber nicht über die Mailing-Liste verteilt, wahrscheinlich sind Sie derzeit kein Abonnent.;;;;
not_allowed_to_post_msg.txt;Please see;Bitte sehen Sie;;;;
not_allowed_to_post_msg.txt;for more information.;für weitere Informationen.;;;;
not_allowed_to_post_msg.txt;You may email the List Owner at:;Sie können den Listen-Inhaber über folgende E-Mail-Adresse erreichen:;;;;
not_allowed_to_post_msg.html;Sorry, Not Allowed to Post;Entschuldigung, es ist Ihnen nicht erlaubt E-Mails über diese Mailing-Liste zu verteilen.;;;;
not_allowed_to_post_msg.html;<!-- tmpl_var list_settings.list_name -->'s main screen;<!-- tmpl_var list_settings.list_name -->'s Hauptbildschirm;;;;
not_allowed_to_post_msg.html;You may email the List Owner at:;Sie können den Listen-Inhaber über folgende E-Mail-Adresse erreichen:;;;;
not_allowed_to_post_msg.html;Your message was received, but was not sent out to this mailing list, most likely;Ihre Nachricht wurde empfangen, wurde aber nicht über die Mailing-Liste verteilt, ;;;;
not_allowed_to_post_msg.html;because you are not currently a subscriber.;wahrscheinlich sind Sie derzeit kein Abonnent.;;;;
preview.html;Layout Preview!;Layout Vorschau!;;;;
preview.html;Heading 1;Überschrift 1;;;;
preview.html;small;;;;;
preview.html;"Lorem ipsum dolor sit amet, erat libero. Porta pretium maecenas, 
     vehicula natoque elit nulla sed. Porta sed, mollis suspendisse. 
     Vestibulum vitae mauris arcu odio, felis imperdiet nibh diam 
     convallis vehicula, ut pulvinar aenean ante sit sapien,";"Lorem ipsum dolor sit amet, erat libero. Porta pretium maecenas, 
     vehicula natoque elit nulla sed. Porta sed, mollis suspendisse. 
     Vestibulum vitae mauris arcu odio, felis imperdiet nibh diam 
     convallis vehicula, ut pulvinar aenean ante sit sapien,";;;;
preview.html;Heading 2;Überschrift 2;;;;vehicula natoque elit nulla sed. Porta sed, mollis suspendisse. 
preview.html;Primary Callout;Primary Callout;;;;Vestibulum vitae mauris arcu odio, felis imperdiet nibh diam 
preview.html;Heading 3;Überschrift 3;;;;convallis vehicula, ut pulvinar aenean ante sit sapien,
preview.html;Button;Button;;;;
preview.html;Success Button;;;;;
profiles_activation_message.txt;Profile Authorization Code for,;Profil Genehmigungs-Code für,;;;;
profiles_activation_message.txt;Hello, here's the authorization link to activate your <!-- tmpl_var PROGRAM_NAME --> Profile:;Guten Tag, hier ist der Genehmigungs-Link, um Ihre Profil bei <!-- tmpl_var PROGRAM_NAME --> zu aktivieren.;;;;
profiles_email_updated_notification_message.txt;Profile Email Update Notification, From: <!-- tmpl_var profile.prev_email -->, To: <!-- tmpl_var profile.email -->;Profil E-Mail Update-Benachrichtigung, von: <!-- tmpl_var profile.prev_email --> an: <!-- tmpl_var profile.email -->;;;;
profiles_email_updated_notification_message.txt;Hello, a Profile's address has been updated from: ;Guten Tag, die E-Mail-Adresse deines Profil wurde aktualisiert von:;;;;
profiles_email_updated_notification_message.txt;"
to:";"
auf:";;;;
profiles_email_updated_notification_message.txt;This change will have affected all mailing lists that this is allowed,;Diese Änderung wird für alle Mailing-Listen gelten für die diese Opertation zulässig ist,;;;;
profiles_reset_password_message.txt;Profile Authorization Code for,;Profil Genehmigungs-Code für,;;;;
profiles_reset_password_message.txt;Hello, here's the authorization link to reset your <!-- tmpl_var PROGRAM_NAME --> Profile Password:;Guten Tag, hier ist der Genehmigungs-Link, um Ihre Profil bei <!-- tmpl_var PROGRAM_NAME --> zu aktivieren.;;;;
profiles_update_email_message.txt;Profile Update Email Authorization Code for, <!-- tmpl_var profile.email -->;Genehmigungs-Code für Profil aktualisierung für die E-Mail-Adresse: <!-- tmpl_var profile.email -->;;;;
profiles_update_email_message.txt;Hello, here's the authorization link to update your <!-- tmpl_var PROGRAM_NAME --> Profile email address from:;Guten Tag, hier ist der Genehmigung-Link, um Ihre Profil E-Mail-Adresse bei <!-- tmpl_var PROGRAM_NAME --> zu aktualisieren.;;;;
profiles_update_email_message.txt;Please click the link below to make this update:;Bitte klicken Sie auf den folgenden Link um die Änderung durchzuführen:;;;;
rejection_msg.txt;Message to: <!-- tmpl_var list_settings.list_name --> Subject: <!-- tmpl_var message_subject --> rejected.;Ihre Nachricht an: <!-- tmpl_var list_settings.list_name --> mit dem Betreff: <!-- tmpl_var message_subject --> wurde abgelehnt.;;;;
rejection_msg.txt;Hello,;Guten Tag,;;;;
rejection_msg.txt;Your recent message to <!-- tmpl_var list_settings.list_name --> with the subject of:;Ihre Nachricht an <!-- tmpl_var list_settings.list_name --> mit dem Betreff:;;;;
rejection_msg.txt;was rejected by the List Owner. You may email the List Owner at:;wurde vom Listen-Inhaber abgelehnt. Sie können den Besitzer der Mailing-Liste über folgende E-Mail-Adresse erreichen:;;;;
rejection_msg.txt;for more details.;für mehr Details.;;;;
send_archive_message.txt;(Archive);(Archiv);;;;
send_archive_message.txt;Hello,;Guten Tag,;;;;
send_archive_message.txt;On behalf of: <!-- tmpl_var from_email -->, the following archived message from:;im Auftrag von: <!-- tmpl_var from_email --> erhalten Sie die folgenden archivierten Nachrichten:;;;;
send_archive_message.txt;has been sent to you. They wrote:;Es schrieben:;;;;
send_archive_message.txt;The archived message is below.;Es folgen die archivierten Nachricht:;;;;
send_archive_message.txt;You may subscribe to <!-- tmpl_var list_settings.list_name --> by following this link:;Sie können die Mailing-Liste <!-- tmpl_var list_settings.list_name --> unter folgendem Link abonnieren:;;;;
send_archive_message.txt;If you cannot view the archived message, please visit:;Wenn Sie die archivierten Nachricht nicht anzeigen können, besuchen Sie bitte:;;;;
send_archive_message.html;"On behalf of: <!-- tmpl_var from_email -->, the following archived message 
from:";Im Auftrag von: <!-- tmpl_var from_email --> erhalten Sie die folgenden archivierten Nachrichten:;;;;
send_archive_message.html;has been sent to you. They wrote:;Es schrieben:;;;;
send_archive_message.html;(Unmoderated);(unmoderiert);;;;
send_archive_message.html;Unsubscribe links (like this one) do expire, so look for the freshest;Abmelde-Links (wie dieser) verfallen. Verwenden Sie daher bitte immer den aktuellesten Link ;;;;
send_archive_message.html;unsubscribe links in the mailing list messages you receive.;z. B. in der zuletzt erhaltenen E-Mail der Mailing-Liste.;;;;
subscribed_by_list_owner_message.txt;Welcome to <!-- tmpl_var list_settings.list_name -->;Willkommen bei <!-- tmpl_var list_settings.list_name -->;;;;
subscribed_by_list_owner_message.txt;Hello!;Guten Tag,;;;;
subscribed_by_list_owner_message.txt;Your email address;deine E-Mail-Adresse:;;;;
subscribed_by_list_owner_message.txt;has just been subscribed to the mailing list:;hat soeben die folgende Mailing-Liste abonniert:;;;;
subscribed_by_list_owner_message.txt;This mailing list is a group discussion list <!-- tmpl_if list_settings.enable_moderation -->(moderated)<!-- tmpl_else -->(unmoderated)<!-- /tmpl_if -->. You may start a new thread, by sending an email message to, <!-- tmpl_var list_settings.discussion_pop_email -->;Diese Mailing-Liste ist eine Gruppendiskussions-Liste <!-- tmpl_if list_settings.enable_moderation -->(moderiert)<!-- tmpl_else -->(unmoderiert)<!-- /tmpl_if -->. Sie können eine E-Mail darüber versenden, indem Sie eine E-Mail an <!-- tmpl_var list_settings.discussion_pop_email --> senden.;;;;
subscribed_by_list_owner_message.txt;This mailing list is an announce-only mailing list.;Diese Mailing-Liste ist eine Ankündigungs-Mailingliste (Newsletter).;;;;
subscribed_by_list_owner_message.txt;Please save this email message for future reference.;Bitte speichern Sie diese E-Mail-Nachricht um im Bedarfsfall zu Ihrer Information darauf zurückgreifen zu können.;;;;
subscribed_by_list_owner_message.txt;Date of this subscription:;Datum des Abonnements:;;;;
